Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Tujh Mein Rab Dikhta Hai,"Salim–Sulaiman, Roop Kumar Rathod, Jaideep Sahni",Rab Ne Bana Di Jodi,7pbKuvQHUTwbq4FbevvEca,2LcXJP95e4HKydTZ2mYfrx,66,2008-11-06,281574,False,https://open.spotify.com/track/2LcXJP95e4HKydTZ2mYfrx,0.56,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784
Dil Chahta Hai,Shankar Mahadevan,Dil Chahta Hai,3Hks2UVvtQT8Q9VHRAJUgI,2r1CHpKRDdzHGJScn5UqjX,51,2001-06-22,310080,False,https://open.spotify.com/track/2r1CHpKRDdzHGJScn5UqjX,0.813,0.554,10,-9.105,1,0.04,0.0906,1.23e-06,0.0629,0.782,103.953
Kaise Mujhe,"Benny Dayal, Shreya Ghoshal",Love Dose: Benny Dayal,5k8uGLlw8HrViKOUB578rH,5dJ02bXM7hZYWFO2YMWHKs,41,2017-12-05,343742,False,https://open.spotify.com/track/5dJ02bXM7hZYWFO2YMWHKs,0.59,0.414,10,-12.391,1,0.0346,0.781,0.000522,0.146,0.292,82.002
"Bekhayali (From ""Kabir Singh"")","Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")",5m5aIc0rrrPUMDARDnQzB9,1feANd8EfcDP5UqSvbheM3,66,2019-05-24,371791,False,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3,0.308,0.585,9,-5.18,0,0.0428,0.45,0.0,0.319,0.345,171.843
Main Rahoon Ya Na Rahoon,"Amaal Mallik, Armaan Malik, Rashmi Virag",Main Rahoon Ya Na Rahoon,2hlpZpzFRp0SxM8Fk50dsp,6f3ANRNQ8nCiPZ6VqXqq93,66,2015-11-24,309458,False,https://open.spotify.com/track/6f3ANRNQ8nCiPZ6VqXqq93,0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025
Pee Loon,"Pritam, Mohit Chauhan",Once Upon A Time In Mumbaai,4ceWEQarPyTyeb9TUeyLOG,52itZ0w0CydihB2JCZEIft,66,2010-06-29,285687,False,https://open.spotify.com/track/52itZ0w0CydihB2JCZEIft,0.656,0.721,8,-5.064,1,0.0364,0.277,0.000139,0.188,0.883,83.95
"Ilahi (From ""Yeh Jawaani Hai Deewani"")",Arijit Singh,Groove With Arijit Singh,7kSY0fqrPep5vcwOb1juye,0VxgNsSywsjapKGXvzj8RH,43,2019-05-22,228982,False,https://open.spotify.com/track/0VxgNsSywsjapKGXvzj8RH,0.594,0.967,9,-5.767,1,0.0857,0.166,2.54e-05,0.105,0.452,132.009
Maahi Ve,A.R. Rahman,Highway,4MRvvPTLIVBHVEMfVC20jI,1sbW5E7w8tnqpYk0Frx8QG,62,2014-01-22,240784,False,https://open.spotify.com/track/1sbW5E7w8tnqpYk0Frx8QG,0.604,0.72,5,-7.276,1,0.0603,0.571,1.18e-05,0.12,0.528,130.995
Woh Ladki Hai Kahan,"Shaan, Kavita Krishnamurthy",Dil Chahta Hai,3Hks2UVvtQT8Q9VHRAJUgI,2tO0QPdCA0jgDBshTuYYkc,59,2001-06-22,306133,False,https://open.spotify.com/track/2tO0QPdCA0jgDBshTuYYkc,0.786,0.677,8,-8.624,1,0.183,0.172,0.000104,0.0446,0.858,94.985
"Raabta (From ""Agent Vinod"")",Arijit Singh,Arijit Singh Broken Strings,6jk3ucx33D7CLURgcfVFOT,6tzckBcK66LzeSA1Opnv35,35,2019-04-24,243578,False,https://open.spotify.com/track/6tzckBcK66LzeSA1Opnv35,0.657,0.581,0,-8.108,1,0.0298,0.7,1.75e-05,0.116,0.32,118.038
Nazrein Milaana Nazrein Churaana,"Benny Dayal, Satish Chakravarthy, Sayonara, Darshana, Svetha, Bhargavi Pillai, Chandralekha Annupamaa",Love Dose: Benny Dayal,5k8uGLlw8HrViKOUB578rH,6vGS2j6ou5AWu7wJYMQwuM,35,2017-12-05,234858,False,https://open.spotify.com/track/6vGS2j6ou5AWu7wJYMQwuM,0.751,0.54,9,-7.942,1,0.0753,0.103,0.000224,0.102,0.9,110.015
Aaoge Jab Tum,Rashid Khan,Jab We Met,4OYdTHNgjhXzgVjbqsb0tO,3fWMFwaJil8fD14JCgwbcL,59,2007-09-21,355066,False,https://open.spotify.com/track/3fWMFwaJil8fD14JCgwbcL,0.645,0.459,6,-9.484,1,0.0296,0.185,0.0,0.132,0.379,119.987
"Saadi Galli Aaja (From ""Nautanki Saala !"")","Ayushmann Khurrana, Neeti Mohan",Guitar Cafe - Ayushmann Khurrana,5rjryIzCnrQmRXUVvQkVAq,6nY1ltTC3zjULeJgUYjywE,36,2019-06-04,253417,False,https://open.spotify.com/track/6nY1ltTC3zjULeJgUYjywE,0.739,0.836,2,-5.155,1,0.0325,0.195,3.64e-06,0.197,0.677,109.011
Hawayein,"Pritam, Arijit Singh",Jab Harry Met Sejal (Original Motion Picture Soundtrack),4I39l0YJ7tmSBXZGZamN5E,0l6g8Z8mqGbGXFOjigYetD,67,2017-08-03,289999,False,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD,0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961
Aao Milo Chalo,"Pritam, Shaan, Sultan Khan",Jab We Met,4OYdTHNgjhXzgVjbqsb0tO,6ocOeSjnWPcSTaSsi0zIdY,59,2007-09-21,325934,False,https://open.spotify.com/track/6ocOeSjnWPcSTaSsi0zIdY,0.504,0.787,7,-5.948,0,0.0605,0.412,0.0,0.323,0.49,114.772
"Humsafar (From ""Badrinath Ki Dulhania"")","Akhil Sachdeva, Mansheel Gujral",Best Of Akhil Sachdeva,1kjmB9cfxSjPJFfqwZ9eHN,7aE1lfskJLMHQnzCCP1zsV,61,2019-09-03,268463,False,https://open.spotify.com/track/7aE1lfskJLMHQnzCCP1zsV,0.319,0.552,7,-6.401,1,0.0307,0.719,0.0,0.144,0.221,93.991
"Main Agar Kahoon (From ""Om Shanti Om"")","Sonu Nigam, Shreya Ghoshal",Love Anthems - Sonu Nigam,4a00t2HalMEOatPmcum1Cy,2ohD6y7hYc9abHOkOw7m4G,0,2019-06-18,308158,False,https://open.spotify.com/track/2ohD6y7hYc9abHOkOw7m4G,0.534,0.437,5,-7.521,0,0.0276,0.234,3.02e-06,0.46,0.369,146.867
Sawaar Loon,Monali Thakur,Lootera,3VrQeNAFHS4Vjl4uspl1s3,29YePgOxuPLfU7uZKxKf6w,62,2013-05-29,254700,False,https://open.spotify.com/track/29YePgOxuPLfU7uZKxKf6w,0.82,0.645,5,-6.873,1,0.0433,0.497,6.89e-05,0.118,0.789,111.935
"Yun Hi Chala Chal (From ""Swades"")","Udit Narayan, Hariharan, Kailash Kher",Best Of Kailash Kher,3Z1xYUAJeDYYUDZ3WYtKxn,2Q4PfYBPwVBONmzqrtBHFr,46,2017-07-06,446987,False,https://open.spotify.com/track/2Q4PfYBPwVBONmzqrtBHFr,0.822,0.687,9,-8.167,1,0.0421,0.0593,0.0,0.0609,0.816,106.47
Naina,"Sona Mohapatra, Armaan Malik",Khoobsurat,66PqhjAV83M26X8mJ8nqDO,3SHopOL3KEJ8PFl3vJdfmF,58,2014-08-12,225569,False,https://open.spotify.com/track/3SHopOL3KEJ8PFl3vJdfmF,0.495,0.556,3,-7.49,1,0.041,0.638,0.0,0.123,0.366,159.996
Masakali,Mohit Chauhan,Delhi-6,2oEJvIPxiVWejbACLjq6Lh,5iyNH1Dmxif1k4Nl1gMeuh,60,2009-01-19,288647,False,https://open.spotify.com/track/5iyNH1Dmxif1k4Nl1gMeuh,0.678,0.622,5,-7.988,0,0.0695,0.138,2.32e-06,0.122,0.535,100.005
Mere Bina,"Pritam, Nikhil D'Souza",Crook (Original Motion Picture Soundtrack),298NO23hfv1nhAE0gQ5vLN,4rSmmC6OYmjVOYxr8ruVWN,62,2010-09-03,289560,False,https://open.spotify.com/track/4rSmmC6OYmjVOYxr8ruVWN,0.511,0.767,2,-5.699,1,0.0524,0.651,0.0,0.153,0.463,79.923
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",3I8PdIhk6pNm8Kv0HiF14V,2Fv2injs4qAm8mJBGaxVKU,70,2019-05-31,284780,False,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368
O Saathi,"Atif Aslam, Arko","O Saathi (From ""Baaghi 2"")",23L9JSXD0RrynRb71ZfL9A,6fScgF2Y63ScU73nYju0ny,69,2018-03-09,251819,False,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny,0.481,0.496,8,-7.421,1,0.0262,0.588,0.0,0.132,0.453,89.839
